Date,Open,High,Low,Close,Adj Close,Volume
2021-12-22,21.040001,21.360001,18.590000,18.629999,18.629999,0
2021-12-23,18.809999,18.930000,17.620001,17.959999,17.959999,0
2021-12-27,19.370001,19.410000,17.549999,17.680000,17.680000,0
2021-12-28,17.780001,18.469999,17.510000,17.540001,17.540001,0
2021-12-29,17.629999,18.000000,16.709999,16.950001,16.950001,0
2021-12-30,17.299999,17.790001,16.620001,17.330000,17.330000,0
2021-12-31,17.629999,18.270000,16.990000,17.219999,17.219999,0
2022-01-03,17.600000,18.540001,16.559999,16.600000,16.600000,0
2022-01-04,16.570000,17.809999,16.340000,16.910000,16.910000,0
2022-01-05,17.070000,20.170000,16.580000,19.730000,19.730000,0
2022-01-06,20.290001,21.059999,19.080000,19.610001,19.610001,0
2022-01-07,19.850000,20.799999,18.570000,18.760000,18.760000,0
2022-01-10,19.580000,23.330000,19.290001,19.400000,19.400000,0
2022-01-11,19.620001,21.000000,18.200001,18.410000,18.410000,0
2022-01-12,18.170000,18.690001,17.360001,17.620001,17.620001,0
2022-01-13,18.059999,20.610001,17.450001,20.309999,20.309999,0
2022-01-14,20.110001,22.070000,19.049999,19.190001,19.190001,0
2022-01-18,21.180000,23.200001,21.180000,22.790001,22.790001,0
2022-01-19,23.120001,23.990000,21.850000,23.850000,23.850000,0
2022-01-20,23.459999,25.889999,21.680000,25.590000,25.590000,0
2022-01-21,25.379999,29.790001,25.309999,28.850000,28.850000,0
2022-01-24,28.200001,38.939999,28.020000,29.900000,29.900000,0
2022-01-25,32.290001,35.849998,29.129999,31.160000,31.160000,0
2022-01-26,29.350000,33.040001,26.900000,31.959999,31.959999,0
2022-01-27,32.189999,33.000000,28.420000,30.490000,30.490000,0
2022-01-28,30.270000,32.820000,27.280001,27.660000,27.660000,0
2022-01-31,28.360001,29.410000,24.709999,24.830000,24.830000,0
2022-02-01,24.570000,25.330000,21.959999,21.959999,21.959999,0
2022-02-02,21.559999,22.730000,20.459999,22.090000,22.090000,0
2022-02-03,22.629999,25.809999,22.299999,24.350000,24.350000,0
2022-02-04,23.770000,26.260000,22.070000,23.219999,23.219999,0
2022-02-07,24.090000,24.820000,22.020000,22.860001,22.860001,0
2022-02-08,23.090000,23.480000,21.320000,21.440001,21.440001,0
2022-02-09,21.270000,21.299999,19.930000,19.959999,19.959999,0
2022-02-10,20.370001,24.770000,20.180000,23.910000,23.910000,0
2022-02-11,24.389999,30.990000,23.330000,27.360001,27.360001,0
2022-02-14,29.170000,32.040001,28.330000,28.330000,28.330000,0
2022-02-15,28.090000,28.090000,25.330000,25.700001,25.700001,0
2022-02-16,25.190001,27.090000,23.879999,24.290001,24.290001,0
2022-02-17,24.830000,28.370001,24.760000,28.110001,28.110001,0
2022-02-18,26.660000,29.709999,26.379999,27.750000,27.750000,0
2022-02-22,31.799999,32.040001,28.400000,28.809999,28.809999,0
2022-02-23,28.040001,31.070000,27.200001,31.020000,31.020000,0
2022-02-24,37.500000,37.790001,29.450001,30.320000,30.320000,0
2022-02-25,31.680000,32.000000,26.930000,27.590000,27.590000,0
2022-02-28,32.439999,33.509998,28.430000,30.150000,30.150000,0
2022-03-01,29.450001,35.189999,29.440001,33.320000,33.320000,0
2022-03-02,34.200001,34.410000,30.120001,30.740000,30.740000,0
2022-03-03,30.520000,32.009998,29.309999,30.480000,30.480000,0
2022-03-04,31.900000,34.650002,31.469999,31.980000,31.980000,0
2022-03-07,35.880001,36.549999,32.590000,36.450001,36.450001,0
2022-03-08,36.189999,37.520000,32.779999,35.130001,35.130001,0
2022-03-09,33.740002,34.119999,31.389999,32.450001,32.450001,0
2022-03-10,33.029999,34.029999,30.230000,30.230000,30.230000,0
2022-03-11,30.430000,31.040001,28.840000,30.750000,30.750000,0
2022-03-14,31.030001,33.180000,30.059999,31.770000,31.770000,0
2022-03-15,33.130001,33.830002,29.570000,29.830000,29.830000,0
2022-03-16,29.020000,29.799999,26.290001,26.670000,26.670000,0
2022-03-17,26.510000,27.469999,25.250000,25.670000,25.670000,0
2022-03-18,26.360001,26.820000,23.850000,23.870001,23.870001,0
2022-03-21,25.139999,25.360001,22.990000,23.530001,23.530001,0
2022-03-22,24.020000,24.020000,22.700001,22.940001,22.940001,0
2022-03-23,23.040001,24.030001,22.639999,23.570000,23.570000,0
2022-03-24,23.610001,23.790001,21.490000,21.670000,21.670000,0
2022-03-25,21.870001,22.860001,20.799999,20.809999,20.809999,0
2022-03-28,22.139999,23.330000,19.540001,19.629999,19.629999,0
2022-03-29,19.700001,19.730000,18.670000,18.900000,18.900000,0
2022-03-30,19.379999,20.510000,18.719999,19.330000,19.330000,0
2022-03-31,19.680000,21.480000,19.540001,20.559999,20.559999,0
2022-04-01,20.620001,20.860001,19.410000,19.629999,19.629999,0
2022-04-04,20.750000,20.780001,18.450001,18.570000,18.570000,0
2022-04-05,18.790001,21.570000,18.549999,21.030001,21.030001,0
2022-04-06,21.270000,24.780001,21.240000,22.100000,22.100000,0
2022-04-07,21.969999,23.820000,21.120001,21.549999,21.549999,0
2022-04-08,21.250000,22.340000,20.280001,21.160000,21.160000,0
2022-04-11,23.090000,24.420000,22.090000,24.370001,24.370001,0
2022-04-12,24.940001,25.379999,22.270000,24.260000,24.260000,0
2022-04-13,23.520000,24.450001,21.370001,21.820000,21.820000,0
2022-04-14,21.719999,22.700001,20.850000,22.700001,22.700001,0
2022-04-18,24.520000,24.600000,21.980000,22.170000,22.170000,0
2022-04-19,22.549999,22.920000,20.360001,21.370001,21.370001,0
2022-04-20,21.129999,21.320000,19.750000,20.320000,20.320000,0
2022-04-21,20.240000,23.280001,19.809999,22.680000,22.680000,0
2022-04-22,22.709999,28.270000,22.620001,28.209999,28.209999,0
2022-04-25,30.040001,31.600000,26.799999,27.020000,27.020000,0
2022-04-26,27.379999,33.810001,27.059999,33.520000,33.520000,0
2022-04-27,31.110001,32.770000,29.820000,31.600000,31.600000,0
2022-04-28,29.910000,32.000000,28.000000,29.990000,29.990000,0
2022-04-29,28.969999,34.340000,28.540001,33.400002,33.400002,0
2022-05-02,33.349998,36.639999,31.740000,32.340000,32.340000,0
2022-05-03,31.760000,32.820000,29.059999,29.250000,29.250000,0
2022-05-04,29.120001,29.420000,24.940001,25.420000,25.420000,0
2022-05-05,25.969999,33.200001,25.780001,31.200001,31.200001,0
2022-05-06,32.230000,35.340000,29.830000,30.190001,30.190001,0
2022-05-09,31.900000,35.480000,31.900000,34.750000,34.750000,0
2022-05-10,33.660000,34.840000,32.240002,32.990002,32.990002,0
2022-05-11,32.869999,34.389999,30.690001,32.560001,32.560001,0
2022-05-12,33.740002,34.759998,31.700001,31.770000,31.770000,0
2022-05-13,31.090000,31.200001,28.780001,28.870001,28.870001,0
2022-05-16,30.010000,30.230000,27.360001,27.469999,27.469999,0
2022-05-17,27.070000,27.170000,25.510000,26.100000,26.100000,0
2022-05-18,26.740000,31.490000,26.209999,30.959999,30.959999,0
2022-05-19,31.240000,33.110001,29.059999,29.350000,29.350000,0
2022-05-20,28.780001,32.910000,28.059999,29.430000,29.430000,0
2022-05-23,28.980000,30.389999,28.290001,28.480000,28.480000,0
2022-05-24,29.430000,31.070000,29.040001,29.450001,29.450001,0
2022-05-25,29.330000,30.230000,28.160000,28.370001,28.370001,0
2022-05-26,28.420000,28.459999,27.110001,27.500000,27.500000,0
2022-05-27,27.500000,27.540001,25.570000,25.719999,25.719999,0
2022-05-31,27.469999,28.350000,25.940001,26.190001,26.190001,0
2022-06-01,26.049999,27.730000,25.379999,25.690001,25.690001,0
2022-06-02,25.730000,26.500000,24.330000,24.719999,24.719999,0
2022-06-03,24.910000,25.959999,24.760000,24.790001,24.790001,0
2022-06-06,25.370001,25.809999,24.820000,25.070000,25.070000,0
2022-06-07,25.540001,26.240000,23.879999,24.020000,24.020000,0
2022-06-08,24.370001,24.780001,23.740000,23.959999,23.959999,0
2022-06-09,24.290001,26.240000,23.820000,26.090000,26.090000,0
2022-06-10,26.260000,29.629999,26.049999,27.750000,27.750000,0
2022-06-13,31.370001,35.049999,31.290001,34.020000,34.020000,0
2022-06-14,33.009998,34.000000,32.060001,32.689999,32.689999,0
2022-06-15,32.389999,32.770000,27.760000,29.620001,29.620001,0
2022-06-16,30.350000,34.820000,30.350000,32.950001,32.950001,0
2022-06-17,32.840000,33.310001,30.469999,31.129999,31.129999,0
2022-06-21,30.629999,30.650000,29.330000,30.190001,30.190001,0
2022-06-22,31.450001,31.570000,28.780001,28.950001,28.950001,0
2022-06-23,29.290001,29.770000,28.740000,29.049999,29.049999,0
2022-06-24,29.070000,29.719999,26.830000,27.230000,27.230000,0
2022-06-27,28.299999,28.660000,26.930000,26.950001,26.950001,0
2022-06-28,26.900000,28.680000,26.469999,28.360001,28.360001,0
2022-06-29,28.799999,29.360001,27.850000,28.160000,28.160000,0
2022-06-30,29.420000,30.219999,28.280001,28.709999,28.709999,0
2022-07-01,29.530001,29.590000,26.690001,26.700001,26.700001,0
2022-07-05,27.370001,29.820000,27.299999,27.540001,27.540001,0
2022-07-06,27.840000,28.070000,26.430000,26.730000,26.730000,0
2022-07-07,26.730000,26.790001,25.660000,26.080000,26.080000,0
2022-07-08,26.410000,26.610001,24.430000,24.639999,24.639999,0
2022-07-11,26.420000,26.740000,25.790001,26.170000,26.170000,0
2022-07-12,27.139999,27.750000,25.820000,27.290001,27.290001,0
2022-07-13,27.350000,29.059999,26.230000,26.820000,26.820000,0
2022-07-14,27.469999,28.450001,26.200001,26.400000,26.400000,0
2022-07-15,26.719999,26.719999,24.129999,24.230000,24.230000,0
2022-07-18,24.830000,25.910000,24.379999,25.299999,25.299999,0
2022-07-19,25.120001,25.410000,24.230000,24.500000,24.500000,0
2022-07-20,24.230000,24.730000,23.400000,23.879999,23.879999,0
2022-07-21,24.070000,24.670000,22.920000,23.110001,23.110001,0
2022-07-22,23.299999,23.809999,22.410000,23.030001,23.030001,0
2022-07-25,24.330000,24.570000,23.190001,23.360001,23.360001,0
2022-07-26,23.950001,25.309999,23.820000,24.690001,24.690001,0
2022-07-27,24.270000,24.410000,23.020000,23.240000,23.240000,0
2022-07-28,23.330000,23.540001,22.219999,22.330000,22.330000,0
2022-07-29,22.129999,22.160000,21.209999,21.330000,21.330000,0
2022-08-01,22.410000,23.270000,22.260000,22.840000,22.840000,0
2022-08-02,24.080000,24.680000,22.670000,23.930000,23.930000,0
2022-08-03,23.860001,23.920000,21.680000,21.950001,21.950001,0
2022-08-04,22.059999,22.660000,21.440001,21.440001,21.440001,0
2022-08-05,21.500000,22.580000,20.760000,21.150000,21.150000,0
2022-08-08,21.740000,22.010000,20.830000,21.290001,21.290001,0
2022-08-09,21.410000,22.230000,21.410000,21.770000,21.770000,0
2022-08-10,22.280001,22.340000,19.540001,19.740000,19.740000,0
2022-08-11,19.840000,20.850000,19.709999,20.200001,20.200001,0
2022-08-12,20.340000,20.350000,19.120001,19.530001,19.530001,0
2022-08-15,20.740000,21.160000,19.809999,19.950001,19.950001,0
2022-08-16,20.230000,20.389999,19.500000,19.690001,19.690001,0
2022-08-17,19.740000,20.629999,19.410000,19.900000,19.900000,0
2022-08-18,20.510000,20.610001,19.430000,19.559999,19.559999,0
2022-08-19,20.160000,21.270000,20.080000,20.600000,20.600000,0
2022-08-22,22.410000,24.620001,22.389999,23.799999,23.799999,0
2022-08-23,24.129999,24.209999,23.070000,24.110001,24.110001,0
2022-08-24,24.370001,24.860001,22.730000,22.820000,22.820000,0
2022-08-25,22.410000,23.129999,21.770000,21.780001,21.780001,0
2022-08-26,22.070000,25.900000,21.670000,25.559999,25.559999,0
2022-08-29,26.860001,27.670000,25.469999,26.209999,26.209999,0
2022-08-30,25.750000,27.690001,25.129999,26.209999,26.209999,0
2022-08-31,25.860001,26.620001,25.309999,25.870001,25.870001,0
2022-09-01,26.879999,27.450001,25.250000,25.559999,25.559999,0
2022-09-02,25.510000,26.280001,23.190001,25.469999,25.469999,0
2022-09-06,25.459999,27.799999,25.330000,26.910000,26.910000,0
2022-09-07,26.930000,27.150000,24.540001,24.639999,24.639999,0
2022-09-08,24.700001,25.900000,23.559999,23.610001,23.610001,0
2022-09-09,23.490000,23.570000,22.639999,22.790001,22.790001,0
2022-09-12,23.580000,24.230000,23.160000,23.870001,23.870001,0
2022-09-13,23.670000,28.150000,23.530001,27.270000,27.270000,0
2022-09-14,26.730000,27.559999,26.160000,26.160000,26.160000,0
2022-09-15,26.100000,26.930000,25.420000,26.270000,26.270000,0
2022-09-16,27.469999,28.450001,26.139999,26.299999,26.299999,0
2022-09-19,27.690001,27.950001,25.559999,25.760000,25.760000,0
2022-09-20,25.650000,27.809999,25.610001,27.160000,27.160000,0
2022-09-21,28.030001,30.180000,25.549999,27.990000,27.990000,0
2022-09-22,28.160000,28.379999,26.709999,27.350000,27.350000,0
2022-09-23,27.680000,32.310001,27.580000,29.920000,29.920000,0
2022-09-26,31.740000,32.880001,29.830000,32.259998,32.259998,0
2022-09-27,31.200001,34.139999,30.299999,32.599998,32.599998,0
2022-09-28,34.500000,34.880001,30.030001,30.180000,30.180000,0
2022-09-29,31.670000,33.459999,31.160000,31.840000,31.840000,0
2022-09-30,31.610001,33.250000,29.389999,31.620001,31.620001,0
2022-10-03,33.000000,33.060001,29.629999,30.100000,30.100000,0
2022-10-04,29.520000,29.620001,28.559999,29.070000,29.070000,0
2022-10-05,29.360001,30.110001,28.500000,28.549999,28.549999,0
2022-10-06,28.600000,30.740000,28.559999,30.520000,30.520000,0
2022-10-07,30.370001,32.020000,29.879999,31.360001,31.360001,0
2022-10-10,32.930000,33.990002,32.049999,32.450001,32.450001,0
2022-10-11,33.560001,34.430000,32.450001,33.630001,33.630001,0
2022-10-12,33.540001,34.529999,33.110001,33.570000,33.570000,0
2022-10-13,33.599998,33.869999,31.629999,31.940001,31.940001,0
2022-10-14,31.889999,32.980000,31.139999,32.020000,32.020000,0
2022-10-17,32.270000,32.590000,30.700001,31.370001,31.370001,0
2022-10-18,32.270000,32.590000,30.700001,31.370001,31.370001,0
